0,0,0
0,0,0
8.1882540909182966e-09,5.8260115811017941e-09,5.8260115811017941e-09
3.6819510093523651e-08,2.6197390600017766e-08,2.6197390957452488e-08
9.8108461192036926e-08,6.9804992990326629e-08,6.9804995845469553e-08
2.0422574811075377e-07,1.4530832968963257e-07,1.4530834156683856e-07
3.6729397991734874e-07,2.6133273482691807e-07,2.6133277039739812e-07
5.9938377425489534e-07,4.2646654774194337e-07,4.2646663473136689e-07
9.1250981779962831e-07,6.4925830940496946e-07,6.4925849462681885e-07
1.3186269477363359e-06,9.3821397380140894e-07,9.3821433029467066e-07
1.8296262550380088e-06,1.3017941348422513e-06,1.3017947700897176e-06
2.4573312103309761e-06,1.7484112693572567e-06,1.7484123345584312e-06
3.2134938131212542e-06,2.28642699672397e-06,2.2864286970943324e-06
4.1097907651521859e-06,2.9241493556815846e-06,2.9241519617477488e-06
5.1578196686576971e-06,3.6698300988745587e-06,3.6698339587326934e-06
6.3690952502695971e-06,4.5316620056666965e-06,4.5316675581694282e-06
7.7550456113313769e-06,5.5177762137621e-06,5.5177840025970355e-06
9.3270085053648006e-06,6.6362395701650353e-06,6.6362502587859594e-06
1.1096227643429381e-05,7.8950520020063013e-06,7.895066389376086e-06
1.3073849028108449e-05,9.302143907759119e-06,9.3021629448614341e-06
1.5270917316849065e-05,1.0865373569362959e-05,1.086539837643789e-05
1.7698372215376416e-05,1.2592524585769032e-05,1.2592556470225834e-05
2.0367044901896701e-05,1.4491303328416313e-05,1.4491343803374696e-05
2.3287654482795578e-05,1.6569336419142168e-05,1.6569387222551695e-05
2.6470804480532492e-05,1.883416823102668e-05,1.8834231345312098e-05
2.9926979354424005e-05,2.1293258412664738e-05,2.1293336084843336e-05
3.3666541055002178e-05,2.3953979436354831e-05,2.3954074198570297e-05
3.7699725612626868e-05,2.6823614170688388e-05,2.6823728861103983e-05
4.2036639761023389e-05,2.9909353478018097e-05,2.9909491262010449e-05
4.6687257596409422e-05,3.3218293837278496e-05,3.3218458228871757e-05
5.1661417272867781e-05,3.6757434992626589e-05,3.6757629876105233e-05
5.6968817734613734e-05,4.0533677628364736e-05,4.0533907280001975e-05
